id_drug_i,id_drug_j,name_i,name_j,description,severity
DB00989,DB01069,Rivastigmine,Promethazine,Possible antagonism of action,
DB00989,DB01075,Rivastigmine,Diphenhydramine,Possible antagonism of action,
DB00989,DB01114,Rivastigmine,Chlorpheniramine,Possible antagonism of action,
DB00989,DB01142,Rivastigmine,Doxepin,Possible antagonism of action,
DB00989,DB01224,Rivastigmine,Quetiapine,Possible antagonism of action,
DB00993,DB01339,Azathioprine,Vecuronium,The agent decreases the effect of the muscle relaxant,
DB00994,DB01212,Neomycin,Ceftriaxone,Increased risk of nephrotoxicity,
DB00994,DB01331,Neomycin,Cefoxitin,Increased risk of nephrotoxicity,
DB00996,DB01320,Gabapentin,Fosphenytoin,Increases the effect of hydantoin,
DB00998,DB01104,Frovatriptan,Sertraline,Increased risk of CNS adverse effects,
DB00998,DB01175,Frovatriptan,Escitalopram,Increased risk of CNS adverse effects,
DB00999,DB01356,Hydrochlorothiazide,Lithium cation,The thiazide diuretic increases serum levels of lithium,Major
DB01001,DB01136,Salbutamol,Carvedilol,Antagonism,
DB01001,DB01142,Salbutamol,Doxepin,The tricyclic increases the sympathomimetic effect,
DB01001,DB01151,Salbutamol,Desipramine,The tricyclic increases the sympathomimetic effect,
DB01001,DB01203,Salbutamol,Nadolol,Antagonism,
DB01001,DB01242,Salbutamol,Clomipramine,The tricyclic increases the sympathomimetic effect,
DB01001,DB01367,Salbutamol,Rasagiline,Increased arterial pressure,
DB01004,DB01032,Ganciclovir,Probenecid,Probenecid increases the effect and toxicity of ganciclovir/valganciclovir,
DB01004,DB01048,Ganciclovir,Abacavir,"The adverse/toxic effects of reverse transcriptase inhibitors (nucleoside), such as Abacavir, may be enhanced by Ganciclovir. There is a risk of hematologic toxicity. Diligent monitoring during concomitant therapy is required.",
DB01010,DB01234,Edrophonium,Dexamethasone,The corticosteroid decreases the effect of anticholinesterases,
DB01012,DB01167,Cinacalcet,Itraconazole,The imidazole increases the effect and toxicity of cinacalcet,
DB01016,DB01045,Glyburide,Rifampicin,Rifampin decreases the effect of sulfonylurea,
DB01016,DB01136,Glyburide,Carvedilol,The beta-blocker decreases the symptoms of hypoglycemia,Moderate
DB01016,DB01402,Glyburide,Bismuth subsalicylate,The salicylate increases the effect of sulfonylurea,
DB01017,DB01053,Minocycline,Benzylpenicillin,Possible antagonism of action,
DB01017,DB01060,Minocycline,Amoxicillin,Possible antagonism of action,
DB01017,DB01373,Minocycline,Calcium,Formation of non-absorbable complexes,
DB01017,DB01377,Minocycline,Magnesium oxide,Formation of non-absorbable complexes,
DB01017,DB01592,Minocycline,Iron,Formation of non-absorbable complexes,
DB01017,DB01606,Minocycline,Tazobactam,Possible antagonism of action,
DB01024,DB01610,Mycophenolic acid,Valganciclovir,The excretion rates of Valganciclovir and/or Mycophenolic acid may decrease. Monitor for increased serum concentrations and toxicity of both agents.,
DB01026,DB01036,Ketoconazole,Tolterodine,The imidazole increases the effect and toxicity of tolterodine,
DB01026,DB01068,Ketoconazole,Clonazepam,The imidazole increases the effect of the benzodiazepine,
DB01026,DB01076,Ketoconazole,Atorvastatin,Increased risk of myopathy/rhabdomyolysis,
DB01026,DB01132,Ketoconazole,Pioglitazone,Ketoconazole increases the effect of pioglitazone,
DB01026,DB01222,Ketoconazole,Budesonide,The imidazole increases levels/effect of budesonide,
DB01026,DB01238,Ketoconazole,Aripiprazole,The imidazole increases the effect of aripiprazole,
DB01026,DB01373,Ketoconazole,Calcium,The antacid decreases the effect of the imidazole,
DB01026,DB01377,Ketoconazole,Magnesium oxide,The antacid decreases the effect of the imidazole,
DB01032,DB01112,Probenecid,Cefuroxime,Probenecid increases the antibiotic's level,
DB01032,DB01140,Probenecid,Cefadroxil,Probenecid increases the antibiotic's level,
DB01032,DB01327,Probenecid,Cefazolin,Probenecid increases the antibiotic's level,
DB01032,DB01331,Probenecid,Cefoxitin,Probenecid increases the antibiotic's level,
DB01032,DB01402,Probenecid,Bismuth subsalicylate,The salicylate decreases the uricosuric effect of probenecid,
DB01032,DB01413,Probenecid,Cefepime,Probenecid increases the antibiotic's level,
DB01032,DB01610,Probenecid,Valganciclovir,Probenecid increases the effect and toxicity of ganciclovir/valganciclovir,
DB01033,DB01339,Mercaptopurine,Vecuronium,The agent dereases the effect of the muscle relaxant,
DB01035,DB01118,Procainamide,Amiodarone,Amiodarone increases serum levels and toxicity of procainamide,
DB01036,DB01167,Tolterodine,Itraconazole,The imidazole increases the effect and toxicity of tolterodine,
DB01037,DB01175,Selegiline,Escitalopram,Possible severe adverse reaction with this combination,
DB01039,DB01076,Fenofibrate,Atorvastatin,Increased risk of myopathy/rhabdomyolysis,
DB01039,DB01098,Fenofibrate,Rosuvastatin,Rosuvastatin possibly increases the effect of the fibrate,
DB01039,DB01586,Fenofibrate,Ursodeoxycholic acid,The fibric acid derivative decreases the effect of ursodiol,
DB01043,DB01221,Memantine,Ketamine,Increased risk of CNS adverse effects with this association,
DB01043,DB01390,Memantine,Sodium bicarbonate,Possible increased levels of memantine,
DB01045,DB01067,Rifampicin,Glipizide,Rifampin decreases the effect of sulfonylurea,
DB01045,DB01076,Rifampicin,Atorvastatin,The rifamycin decreases the effect of the statin drug,
DB01045,DB01115,Rifampicin,Nifedipine,Rifampin decreases the effect of the calcium channel blocker,
DB01045,DB01118,Rifampicin,Amiodarone,Rifampin decreases the effect of amiodarone,
DB01045,DB01142,Rifampicin,Doxepin,The rifamycin decreases the effect of tricyclics,
DB01045,DB01156,Rifampicin,Bupropion,Rifampin reduces bupropion levels,
DB01045,DB01211,Rifampicin,Clarithromycin,The rifamycin decreases the effect of the macrolide,
DB01045,DB01234,Rifampicin,Dexamethasone,The enzyme inducer decreases the effect of the corticosteroid,
DB01045,DB01320,Rifampicin,Fosphenytoin,Rifampin decreases the effect of the hydantoin,
DB01048,DB01072,Abacavir,Atazanavir,The serum concentration of Abacavir may be decreased by protease inhibitors such as Atazanavir. The antiviral response should be closely monitored.,
DB01048,DB01264,Abacavir,Darunavir,The serum concentration of Abacavir may be decreased by protease inhibitors such as Darunavir. The antiviral response should be closely monitored.,
DB01048,DB01319,Abacavir,Fosamprenavir,The serum concentration of Abacavir may be decreased by protease inhibitors such as Fosamprenavir. The antiviral response should be closely monitored.,
DB01048,DB01601,Abacavir,Lopinavir,The serum concentration of Abacavir may be decreased by protease inhibitors such as Lopinavir. The antiviral response should be closely monitored.,
DB01048,DB01610,Abacavir,Valganciclovir,"The adverse/toxic effects of reverse transcriptase inhibitors (nucleoside), such as Abacavir, may be enhanced by Valganciclovir. There is a risk of hematologic toxicity. Diligent monitoring during concomitant therapy is recommended.",
DB01050,DB01136,Ibuprofen,Carvedilol,Risk of inhibition of renal prostaglandins,Moderate
DB01050,DB01193,Ibuprofen,Acebutolol,Risk of inhibition of renal prostaglandins,
DB01050,DB01203,Ibuprofen,Nadolol,Risk of inhibition of renal prostaglandins,
DB01050,DB01356,Ibuprofen,Lithium cation,The NSAID increases serum levels of lithium,Moderate
DB01060,DB01357,Amoxicillin,Mestranol,This anti-infectious agent could decrease the effect of the oral contraceptive,
DB01064,DB01136,Isoprenaline,Carvedilol,Antagonism,
DB01064,DB01142,Isoprenaline,Doxepin,The tricyclic increases the sympathomimetic effect,
DB01065,DB01115,Melatonin,Nifedipine,Melatonin can possibly decrease the effect of nifedipine,
DB01067,DB01136,Glipizide,Carvedilol,The beta-blocker decreases the symptoms of hypoglycemia,
DB01067,DB01193,Glipizide,Acebutolol,Decreased in symptoms of hypoglycemia and increase in time required for the body to compensate for hypoglycemia,
DB01067,DB01203,Glipizide,Nadolol,The beta-blocker decreases the symptoms of hypoglycemia,
DB01067,DB01402,Glipizide,Bismuth subsalicylate,The salicylate increase the effect of sulfonylurea,
DB01068,DB01167,Clonazepam,Itraconazole,The imidazole increases the effect of the benzodiazepine,
DB01069,DB01137,Promethazine,Levofloxacin,Increased risk of cardiotoxicity and arrhythmias,
DB01069,DB01200,Promethazine,Bromocriptine,The phenothiazine decreases the effect of bromocriptine,
DB01069,DB01576,Promethazine,Dextroamphetamine,"Decreased anorexic effect, may increase pyschotic symptoms",
DB01072,DB01076,Atazanavir,Atorvastatin,Increases the effect and toxicity of the statin,
DB01072,DB01142,Atazanavir,Doxepin,Increases the effect and toxicity of tricyclics,
DB01072,DB01373,Atazanavir,Calcium,This gastric pH modifier decreases the levels/effects of atazanavir,
DB01072,DB01377,Atazanavir,Magnesium oxide,This gastric pH modifier decreases the levels/effects of atazanavir,
DB01072,DB01390,Atazanavir,Sodium bicarbonate,This gastric pH modifier decreases the levels/effect of atazanavir,
DB01076,DB01149,Atorvastatin,Nefazodone,Nefazodone increases the effect and toxicity of the statin drug,
DB01076,DB01167,Atorvastatin,Itraconazole,Increased risk of myopathy/rhabdomyolysis,
DB01076,DB01211,Atorvastatin,Clarithromycin,The macrolide possibly increases the statin toxicity,
DB01076,DB01241,Atorvastatin,Gemfibrozil,Increased risk of myopathy/rhabdomyolysis,
DB01076,DB01319,Atorvastatin,Fosamprenavir,Amprenavir can possibly increase the statin toxicity,
DB01076,DB01369,Atorvastatin,Quinupristin,This combination presents an increased risk of toxicity,
DB01076,DB01394,Atorvastatin,Colchicine,Increased risk of rhadbomyolysis with this combination,
DB01080,DB01320,Vigabatrin,Fosphenytoin,Vigabatrin decreases the effect of hydantoin,
DB01095,DB01241,Fluvastatin,Gemfibrozil,Increased risk of myopathy/rhabdomyolysis,
DB01095,DB01432,Fluvastatin,Cholestyramine,Increased/decreased effect according to spacing,
DB01098,DB01241,Rosuvastatin,Gemfibrozil,Rosuvastatin possibly increases the effect of the fibrate,
DB01098,DB01394,Rosuvastatin,Colchicine,Increased risk of rhabdomyolysis with this combination,
DB01101,DB01320,Capecitabine,Fosphenytoin,Capecitabine increases the effect of hydantoin,
DB01104,DB01136,Sertraline,Carvedilol,The SSRI increases the effect of the beta-blocker,
DB01104,DB01166,Sertraline,Cilostazol,Sertraline increases the effect of cilostazol,
DB01104,DB01182,Sertraline,Propafenone,Fluoxetine increases the effect and toxicity of propafenone,
DB01104,DB01211,Sertraline,Clarithromycin,Possible serotoninergic syndrome with this combination,
DB01104,DB01320,Sertraline,Fosphenytoin,Sertraline increases the effect of hydantoin,
DB01104,DB01367,Sertraline,Rasagiline,Possible severe adverse reaction with this combination,
DB01109,DB01395,Heparin,Drospirenone,Increased risk of hyperkaliemia,
DB01115,DB01174,Nifedipine,Phenobarbital,The barbiturate decreases the effect of the calcium channel blocker,
DB01115,DB01369,Nifedipine,Quinupristin,Synercid increases the effect of ziprasidone,
DB01117,DB01233,Atovaquone,Metoclopramide,The agent decreases the effect of atovaquone,
DB01118,DB01137,Amiodarone,Levofloxacin,Increased risk of cardiotoxicity and arrhythmias,
DB01118,DB01195,Amiodarone,Flecainide,Increases the effect and toxicity of flecainide,
DB01118,DB01211,Amiodarone,Clarithromycin,Increased risk of cardiotoxicity and arrhythmias,
DB01118,DB01320,Amiodarone,Fosphenytoin,Increases the effect of hydantoin,
DB01118,DB01362,Amiodarone,Iohexol,Increased risk of cardiotoxicity and arrhythmias,
DB01132,DB01241,Pioglitazone,Gemfibrozil,Gemfibrozil increases the effect and toxicity of rosiglitazone/pioglitazone,
DB01136,DB01175,Carvedilol,Escitalopram,The SSRI increases the effect of the beta-blocker,
DB01136,DB01306,Carvedilol,Insulin aspart,The beta-blocker decreases the symptoms of hypoglycemia,
DB01136,DB01307,Carvedilol,Insulin detemir,The beta-blocker decreases the symptoms of hypoglycemia,
DB01136,DB01309,Carvedilol,Insulin glulisine,The beta-blocker decreases the symptoms of hypoglycemia,
DB01137,DB01373,Levofloxacin,Calcium,Formation of non-absorbable complexes,
DB01137,DB01377,Levofloxacin,Magnesium oxide,Formation of non-absorbable complexes,
DB01137,DB01402,Levofloxacin,Bismuth subsalicylate,Formation of non-absorbable complexes,
DB01137,DB01592,Levofloxacin,Iron,Formation of non-absorbable complexes,
DB01142,DB01364,Doxepin,Ephedrine,The tricyclic increases the sympathomimetic effect,
DB01151,DB01364,Desipramine,Ephedrine,The tricyclic increases the sympathomimetic effect,
DB01156,DB01367,Bupropion,Rasagiline,Possible severe adverse reaction with this combination,
DB01167,DB01211,Itraconazole,Clarithromycin,The macrolide increases the effect and toxicity of itraconazole,
DB01167,DB01222,Itraconazole,Budesonide,The imidazole increases levels/effect of budesonide,
DB01167,DB01373,Itraconazole,Calcium,The antacid decreases the effect of the imidazole,
DB01167,DB01377,Itraconazole,Magnesium oxide,The antacid decreases the effect of the imidazole,
DB01174,DB01223,Phenobarbital,Aminophylline,The barbiturate decreases the effect of theophylline,Moderate
DB01174,DB01234,Phenobarbital,Dexamethasone,The barbiturate decreases the effect of the corticosteroid,Moderate
DB01175,DB01367,Escitalopram,Rasagiline,Possible severe adverse reaction with this combination,
DB01190,DB01226,Clindamycin,Mivacurium,The agent increases the effect of muscle relaxant,
DB01190,DB01339,Clindamycin,Vecuronium,The agent increases the effect of muscle relaxant,
DB01211,DB01224,Clarithromycin,Quetiapine,This macrolide increases the effect/toxicity of quetiapine,
DB01211,DB01264,Clarithromycin,Darunavir,Increased levels of clarithromycin,
DB01211,DB01320,Clarithromycin,Fosphenytoin,Increases the effect and toxicity of phenytoin,
DB01211,DB01394,Clarithromycin,Colchicine,Severe colchicine toxicity can occur,
DB01211,DB01591,Clarithromycin,Solifenacin,This potent CYP3A4 inhibitor slows darifenacin/solifenacin metabolism,
DB01223,DB01320,Aminophylline,Fosphenytoin,Decreased effect of both products,
DB01223,DB01339,Aminophylline,Vecuronium,Theophylline decreases the effect of muscle relaxant,
DB01224,DB01320,Quetiapine,Fosphenytoin,Phenytoin decreases the effect of quetiapine,
DB01233,DB01235,Metoclopramide,Levodopa,Levodopa decreases the effect of metoclopramide,Moderate
DB01234,DB01268,Dexamethasone,Sunitinib,Possible decrease in sunitinib levels,
DB01234,DB01320,Dexamethasone,Fosphenytoin,The enzyme inducer decreases the effect of the corticosteroid,
DB01234,DB01399,Dexamethasone,Salsalate,The corticosteroid decreases the effect of salicylates,
DB01234,DB01400,Dexamethasone,Neostigmine,The corticosteroid decreases the effect of anticholinesterases,
DB01234,DB01402,Dexamethasone,Bismuth subsalicylate,The corticosteroid decreases the effect of salicylates,
DB01235,DB01320,Levodopa,Fosphenytoin,The hydantoin decreases the effect of levodopa,
DB01242,DB01364,Clomipramine,Ephedrine,The tricyclic increases the sympathomimetic effect,
DB01306,DB01402,Insulin aspart,Bismuth subsalicylate,The salicylate increase the effect of insulin,
DB01307,DB01402,Insulin detemir,Bismuth subsalicylate,The salicylate increase the effect of insulin,
DB01320,DB01339,Fosphenytoin,Vecuronium,Phenytoin decreases the effect of muscle relaxant,
DB01320,DB04572,Fosphenytoin,Thiotepa,Possible increase in thiotepa levels,
DB01344,DB01373,Tolevamer,Calcium,Risk of alkalosis in renal impairment,
DB01344,DB01402,Tolevamer,Bismuth subsalicylate,Risk of alkalosis in renal impairment,
DB01356,DB01390,Lithium cation,Sodium bicarbonate,The urine alkalizer decreases the effect of lithium,
DB01364,DB01367,Ephedrine,Rasagiline,Increased arterial pressure,
DB01367,DB01576,Rasagiline,Dextroamphetamine,Possible hypertensive crisis,
DB01432,DB01586,Cholestyramine,Ursodeoxycholic acid,The resin decreases the effect of ursodiol,
